tlanta.tsp,27.55623483657837,2027858.3333333333
Berlin.tsp,44.54023766517639,14397.333333333334
Boston.tsp,43.90477124849955,1142195.3333333333
Champaign.tsp,43.113874197006226,101602.66666666667
Cincinnati.tsp,0.6971015135447184,277953.0
enver.tsp,41.69361583391825,359442.3333333333
NYC.tsp,44.191492875417076,3888668.0
Philadelphia.tsp,42.591704527537026,1424964.6666666667
Roanoke.tsp,42.5671501159668,5639084.0
SanFrancisco.tsp,45.5973014831543,4014791.0
oronto.tsp,46.68312017122904,6696276.666666667
UKansasState.tsp,0.916434129079183,62962.0
UMissouri.tsp,48.30803839365641,511740.0
